x,y,harmonic
45.0,1.272521354796237,9
46.0,-1.9291439886036201,9
47.0,-0.02954502935143501,9
48.0,-0.29562689412594967,9
49.0,-0.76269472106171,9
50.0,0.5012485312776904,9
51.0,-0.6638515155874152,9
52.0,-0.1783903078274138,9
53.0,1.3099611654191134,9
54.0,-2.1603975588825497,9
55.0,0.1469892332181638,9
56.0,-0.6778193813591625,9
57.0,0.5650972770842901,9
58.0,-0.6968749565772928,9
59.0,-1.230381269699377,9
60.0,-0.7121289900816016,9
61.0,0.559108460395614,9
62.0,0.5692089352389731,9
63.0,-3.891507867342988,9
64.0,-1.3685821005772796,9
65.0,-0.7638457502034619,9
66.0,0.5054471363304825,9
67.0,-0.29393816145185225,9
68.0,-0.27162365657997867,9
69.0,-0.15432303469046016,9
70.0,0.552930112743535,9
71.0,1.5232997261217376,9
72.0,0.5474108498207917,9
73.0,0.5818091937333763,9
74.0,-0.4341506363174785,9
75.0,1.5141178022703645,9
76.0,1.664931270226648,9
77.0,2.4028804024494224,9
78.0,2.35795841220289,9
79.0,2.0658079619471352,9
80.0,3.351931340169376,9
81.0,6.119073036481394,9
82.0,4.785759293408783,9
83.0,4.190251749283142,9
84.0,5.381001831738521,9
85.0,5.877011136671155,9
86.0,7.422036970227386,9
87.0,5.799627211412227,9
88.0,9.50284494325622,9
89.0,9.366987965756662,9
90.0,8.918966221373084,9
91.0,8.88159141092862,9
92.0,8.959348208048718,9
93.0,8.781461420891038,9
94.0,9.95468236978861,9
95.0,9.900445557317102,9
96.0,10.581682213886948,9
97.0,8.823781075505936,9
98.0,10.395260610034212,9
99.0,9.860929789752616,9
100.0,8.748725100178742,9
101.0,9.852164700153635,9
102.0,7.794271986276935,9
103.0,6.743969685546477,9
104.0,6.987433093753471,9
105.0,5.701113420137652,9
106.0,4.330436936730265,9
107.0,5.098871132295223,9
108.0,4.178859530703771,9
109.0,2.5810076445097394,9
110.0,3.0316753732620505,9
111.0,6.693081932505077,9
112.0,1.4785289298835234,9
113.0,2.5584310786572804,9
114.0,2.369032597004355,9
115.0,1.4416714978551894,9
116.0,2.3090993101515727,9
117.0,2.7610583575989844,9
118.0,-0.29871224466551527,9
119.0,-1.1812579771375196,9
120.0,-0.4995935819560291,9
121.0,0.42372428402717316,9
122.0,1.1072070768556914,9
123.0,-0.6271538261788663,9
124.0,-0.7876547004697252,9
125.0,0.7914986202970534,9
126.0,0.06482466744862314,9
127.0,-1.0632240405671811,9
128.0,-0.8496589060710326,9
129.0,-0.43755870646619704,9
130.0,-0.2717136785295978,9
131.0,-0.3094005047584846,9
132.0,-0.35277987743068656,9
133.0,-0.41357709508804574,9
134.0,-0.32044684156851944,9
135.0,0.34542854456168276,9
136.0,1.015402224391525,9
137.0,-1.743958509412957,9
138.0,0.29304867572546367,9
139.0,-0.042150823996523396,9
140.0,0.8729169947425838,9
141.0,-0.7579678697504378,9
142.0,0.9965126071224057,9
143.0,1.595735729152919,9
144.0,0.593084768029973,9
