x,y,harmonic
15.0,0.07672941187859159,3
16.0,-0.6472310265271267,3
17.0,0.5658375355052422,3
18.0,-1.1938626469460003,3
19.0,0.1941867336468159,3
20.0,-0.8287266771830735,3
21.0,0.42333811990046444,3
22.0,-1.182118566980862,3
23.0,0.2730557903049808,3
24.0,0.3458405885484847,3
25.0,0.3409874823399701,3
26.0,0.8489430357784955,3
27.0,0.6871461379902535,3
28.0,-1.3358647580885836,3
29.0,0.9165605029474929,3
30.0,-0.8060246658271858,3
31.0,-0.14133822263551976,3
32.0,-0.7533524376530047,3
33.0,-1.0247810005974893,3
34.0,-1.5462953509917818,3
35.0,1.0550117020231484,3
36.0,0.7604327186507944,3
37.0,2.221244862087958,3
38.0,0.7849945973648511,3
39.0,-0.35865023839342525,3
40.0,-0.2002410997738998,3
41.0,1.1441748507082838,3
42.0,0.0042470386554233075,3
43.0,1.5559350376788341,3
44.0,0.23961820196516415,3
45.0,-0.19180684862267694,3
46.0,1.6134207330191013,3
47.0,0.4928640892323406,3
48.0,1.8105489871307994,3
49.0,3.547014033090868,3
50.0,2.2775069295960106,3
51.0,3.242147588355204,3
52.0,5.133194099752333,3
53.0,4.481015056463538,3
54.0,6.161475280557113,3
55.0,6.120359426173378,3
56.0,4.695036388001246,3
57.0,6.6324621221144,3
58.0,7.07399153426396,3
59.0,6.6724225198044556,3
60.0,8.646078632942356,3
61.0,8.534935495637068,3
62.0,8.760337482741281,3
63.0,9.564918530356707,3
64.0,9.045920935356635,3
65.0,10.194016032715874,3
66.0,10.473254191949719,3
67.0,8.921885732252234,3
68.0,8.624627719145552,3
69.0,10.41005684815884,3
70.0,7.206845044297737,3
71.0,8.063496653001712,3
72.0,6.897864975516412,3
73.0,7.754816201686082,3
74.0,5.245028655468671,3
75.0,6.020413000989925,3
76.0,5.0416171666897265,3
77.0,2.8651678931756104,3
78.0,4.574592260978076,3
79.0,4.7650005089062155,3
80.0,2.937013238829553,3
81.0,3.0529442407021827,3
82.0,2.616318085672141,3
83.0,1.3718481164408267,3
84.0,-0.00479858615455675,3
85.0,-0.4572616553902036,3
86.0,-0.6506681208273848,3
87.0,1.248532096553316,3
88.0,0.37874908599973395,3
89.0,1.8085000243838447,3
90.0,-0.04503668603917693,3
91.0,-0.6177155664841668,3
92.0,-0.22004138032184611,3
93.0,1.9954167638532758,3
94.0,0.43716880460286667,3
95.0,1.3839923402202727,3
96.0,-0.16816266407854347,3
97.0,-0.5591277687716151,3
98.0,-0.7453278511874765,3
99.0,1.5213131575265249,3
100.0,0.9966893057255058,3
101.0,0.4690652826635115,3
102.0,-0.5507174467730301,3
103.0,-1.1912070590012052,3
104.0,0.10981999152497467,3
105.0,-1.4229916363713895,3
106.0,-0.9375627152945267,3
107.0,-1.1064086777393027,3
108.0,0.4039073003029626,3
109.0,1.7733570835619834,3
110.0,-0.151436992337702,3
111.0,0.11577481179724887,3
112.0,-0.7694488116916088,3
113.0,-0.21506320926990416,3
114.0,0.6186387530906438,3
