x,y,harmonic
25.0,-2.125848744938281,5
26.0,-0.5975130859913794,5
27.0,0.48276892665354904,5
28.0,-0.5826715311548266,5
29.0,0.11276430474066036,5
30.0,-0.5701980569381365,5
31.0,0.5452423175652038,5
32.0,-1.1425058239203414,5
33.0,-1.104196196021679,5
34.0,1.4104755195655296,5
35.0,0.3642720123911591,5
36.0,0.3853497619481194,5
37.0,0.7733402625452939,5
38.0,0.6349884192469254,5
39.0,-0.022654094882679134,5
40.0,-0.44726060040344184,5
41.0,-0.07870490967605234,5
42.0,-2.2076096302947144,5
43.0,-0.7694720454093976,5
44.0,0.9738253541679003,5
45.0,0.6738151155902802,5
46.0,-1.0045915120874793,5
47.0,1.423753401502926,5
48.0,0.3436360720742488,5
49.0,-0.7084515809517838,5
50.0,-1.3465239080116649,5
51.0,2.9481156332908633,5
52.0,0.5292921288115425,5
53.0,1.1935507801025533,5
54.0,1.6872705062790452,5
55.0,1.408552445366313,5
56.0,3.2804485372293537,5
57.0,1.6872825546332875,5
58.0,2.1251378404887515,5
59.0,2.0712026519795037,5
60.0,3.115795600210222,5
61.0,4.00571489414102,5
62.0,4.660745406265059,5
63.0,5.679856048431446,5
64.0,6.371935749864131,5
65.0,5.088920544763321,5
66.0,6.8777401333102155,5
67.0,8.731418555357735,5
68.0,7.334035288247908,5
69.0,8.965674803801893,5
70.0,8.361389014039938,5
71.0,9.928679825145672,5
72.0,9.54609615435058,5
73.0,7.555834994669383,5
74.0,10.121662124994112,5
75.0,10.270575865270958,5
76.0,9.547585820565219,5
77.0,11.278472038912017,5
78.0,12.209974759524428,5
79.0,9.723564371547393,5
80.0,9.963242275502354,5
81.0,8.609641978750862,5
82.0,9.712130971417096,5
83.0,7.541094945801801,5
84.0,6.71351547829078,5
85.0,7.5357627780570295,5
86.0,5.388827820723964,5
87.0,5.7524300515823015,5
88.0,3.073535716156343,5
89.0,4.674650232346153,5
90.0,1.388929338391685,5
91.0,3.679031683377058,5
92.0,3.2032976507705913,5
93.0,2.53486594247365,5
94.0,-0.08417095047251166,5
95.0,0.9407259198422144,5
96.0,0.8646707795519014,5
97.0,0.6316055975798445,5
98.0,1.5193344551818941,5
99.0,-0.6485753698578411,5
100.0,0.8492416380943802,5
101.0,0.6811311086394918,5
102.0,1.1288026911459403,5
103.0,1.003795181044387,5
104.0,-0.41518228097252635,5
105.0,1.2457613931672824,5
106.0,-1.5222776358081866,5
107.0,1.1679174974985955,5
108.0,-0.6137953089749504,5
109.0,0.9669008526764772,5
110.0,0.8970637320022289,5
111.0,-1.7032402651825873,5
112.0,1.3262188930458378,5
113.0,-0.8179707091598378,5
114.0,2.368729812183386,5
115.0,-0.6900673866929579,5
116.0,1.4075988762790717,5
117.0,1.4651067983749237,5
118.0,1.6820203746846396,5
119.0,-0.2994785169361858,5
120.0,1.4720669334945051,5
121.0,1.4821928253091912,5
122.0,-0.9785077464718446,5
123.0,1.0168295560519327,5
124.0,0.6296954317452298,5
