x,y,harmonic
5.0,-0.5442529118655896,1
6.0,-0.8905489903395573,1
7.0,-0.06178215829499318,1
8.0,0.15064105204839534,1
9.0,0.883539373245318,1
10.0,1.5494460509110277,1
11.0,1.113152419331744,1
12.0,0.5617787392968073,1
13.0,-0.37240704615987613,1
14.0,1.481415177634703,1
15.0,0.4481234441471782,1
16.0,-0.5754240511136088,1
17.0,-0.017333182787341004,1
18.0,-0.9120781196695301,1
19.0,-1.1270667416116507,1
20.0,-0.618496834011718,1
21.0,0.2100210858386265,1
22.0,-1.271114155109705,1
23.0,1.0117515699002337,1
24.0,0.9465924512998871,1
25.0,1.988524586116358,1
26.0,0.73276002566023,1
27.0,-0.44991476703042854,1
28.0,-0.28326800273205666,1
29.0,0.9684850934764863,1
30.0,0.2723151452352523,1
31.0,-0.3038806098799576,1
32.0,1.494449548343358,1
33.0,-1.1059307378550411,1
34.0,1.3420509248674877,1
35.0,0.03630381318943665,1
36.0,0.9946634065767148,1
37.0,2.081620392047061,1
38.0,2.3407193695562767,1
39.0,2.3820525105990735,1
40.0,3.2251981894714334,1
41.0,3.8965406204654958,1
42.0,5.027191858447981,1
43.0,5.6077640490146345,1
44.0,5.273379183633464,1
45.0,6.954292454361849,1
46.0,5.51270774229401,1
47.0,7.991424672177144,1
48.0,9.25257057084853,1
49.0,7.940248321324634,1
50.0,8.194174972937857,1
51.0,7.589697507625382,1
52.0,9.387513669907598,1
53.0,9.555570412232061,1
54.0,9.445663187358056,1
55.0,7.430774055349028,1
56.0,10.549410729074978,1
57.0,11.070809856160077,1
58.0,11.348423771290612,1
59.0,9.319867965086218,1
60.0,7.473317469887217,1
61.0,9.716726373664924,1
62.0,9.085390538740779,1
63.0,5.408306356572481,1
64.0,7.223287040475062,1
65.0,5.187939755594837,1
66.0,5.362349003625052,1
67.0,6.759272696871891,1
68.0,5.578072931851018,1
69.0,3.9867175036667035,1
70.0,2.9745825480183306,1
71.0,3.5201954147084917,1
72.0,1.9091456010725683,1
73.0,0.8783046747259731,1
74.0,3.4819536139835416,1
75.0,0.8106359216169422,1
76.0,0.5705980592523098,1
77.0,1.0800088502555654,1
78.0,1.0856575844354717,1
79.0,1.3304547294472842,1
80.0,1.6067285260899307,1
81.0,-1.1869727523328737,1
82.0,0.9088821534579287,1
83.0,0.9594372659555198,1
84.0,-0.7089644217977069,1
85.0,-0.537717707616449,1
86.0,0.7159146289881138,1
87.0,0.258687125908405,1
88.0,1.1390887328322186,1
89.0,0.4818522823768205,1
90.0,-0.6034382356438409,1
91.0,0.07590706657585646,1
92.0,-1.3778352408516579,1
93.0,0.06028731475867688,1
94.0,-1.7520036072344718,1
95.0,-1.4092768649488165,1
96.0,1.922034733586029,1
97.0,1.1286267944874964,1
98.0,-0.5492966520205319,1
99.0,0.6730527789120125,1
100.0,-0.5471990317749839,1
101.0,-0.23549373638026647,1
102.0,-1.0462150880907293,1
103.0,-0.785421864228315,1
104.0,0.7226031835928362,1
