x,y,harmonic
20.0,2.0920437206854534,4
21.0,0.27420804040291685,4
22.0,1.1924718132549066,4
23.0,-0.20027945263707259,4
24.0,-0.2115571783406692,4
25.0,-0.21952170881189512,4
26.0,-0.7566219791494097,4
27.0,-0.6326586010343821,4
28.0,0.41722909179385015,4
29.0,0.3391688884422331,4
30.0,0.5821936793656153,4
31.0,-0.17650116112281977,4
32.0,-3.851578101086717,4
33.0,-0.9511085162413435,4
34.0,1.4566001651804996,4
35.0,0.1294492714782468,4
36.0,-1.4683866266792385,4
37.0,-0.5290439685079076,4
38.0,0.007312801774053662,4
39.0,0.8785058935939289,4
40.0,0.40843028578004065,4
41.0,0.7970222729579324,4
42.0,0.5851184633696439,4
43.0,0.4109997797145315,4
44.0,1.3454277585537704,4
45.0,-0.05806286605236943,4
46.0,0.8542671713366032,4
47.0,0.5643688727231304,4
48.0,1.2611192212092877,4
49.0,1.3364371407625464,4
50.0,1.8496055548657964,4
51.0,-0.15552951414814253,4
52.0,1.0739674869925753,4
53.0,2.9701378729113492,4
54.0,2.3894114003521985,4
55.0,3.1418939013230953,4
56.0,2.8511279321808423,4
57.0,4.898151785788224,4
58.0,4.517794754406005,4
59.0,4.173994690788025,4
60.0,7.060822949739483,4
61.0,7.59307691260594,4
62.0,7.228998615527107,4
63.0,8.332610691212839,4
64.0,8.341811062160255,4
65.0,10.514444504769848,4
66.0,9.034292516783786,4
67.0,9.756168714167567,4
68.0,9.998014983635905,4
69.0,9.906022440818955,4
70.0,10.014957020833974,4
71.0,10.107548439060027,4
72.0,9.660417909803998,4
73.0,10.133671193817708,4
74.0,10.21835194778348,4
75.0,9.041907654999859,4
76.0,7.256082033871588,4
77.0,9.799936835136839,4
78.0,7.818861428254925,4
79.0,6.342997992352172,4
80.0,6.1349559567011145,4
81.0,4.453351483610318,4
82.0,4.7697194712245645,4
83.0,3.883894129837191,4
84.0,2.2232418703576924,4
85.0,2.4193646516178315,4
86.0,2.148712467923807,4
87.0,1.6828459220402403,4
88.0,0.38529430675631704,4
89.0,1.0901167133258305,4
90.0,1.9902648779766303,4
91.0,-0.14283647758344564,4
92.0,1.7020769948927712,4
93.0,1.6275911043468627,4
94.0,0.5444120129407548,4
95.0,1.3476930620403547,4
96.0,-0.6890229956555954,4
97.0,1.8398515861527631,4
98.0,1.6426729177971127,4
99.0,-1.4851268783897842,4
100.0,0.950579581623587,4
101.0,-1.2466484346858542,4
102.0,-0.3743928258586039,4
103.0,-0.14021032505521086,4
104.0,0.5237961596190233,4
105.0,-1.244900297105047,4
106.0,1.6073046062701783,4
107.0,-1.5266815936858302,4
108.0,-0.09631985956315026,4
109.0,-1.9603967035073235,4
110.0,-0.09629829707521925,4
111.0,0.499441988227102,4
112.0,-0.05368368956569805,4
113.0,-1.3385982023036314,4
114.0,-0.06396660421183588,4
115.0,1.5948166733669067,4
116.0,-2.1692164542994625,4
117.0,-1.1469274480940872,4
118.0,-1.5248509185534838,4
119.0,0.7109372553818586,4
