x,y,harmonic
30.0,-1.7650987051863223,6
31.0,-0.16030722913088652,6
32.0,1.743394393912702,6
33.0,-0.859253902882865,6
34.0,-0.8228047781667722,6
35.0,-0.3631168100028954,6
36.0,-1.2711733277010484,6
37.0,-1.686998456731215,6
38.0,-1.0396338523124167,6
39.0,-0.5918854185139762,6
40.0,-0.08500404533635547,6
41.0,0.22647949615013194,6
42.0,-0.35720375932696674,6
43.0,-1.8904402313504092,6
44.0,0.33007211307245243,6
45.0,0.4740070232601886,6
46.0,0.6415463241050778,6
47.0,0.14349353749868898,6
48.0,-0.9952773659556682,6
49.0,0.1591744240051709,6
50.0,0.18880342536965994,6
51.0,-0.032520285525266285,6
52.0,0.0259287768079777,6
53.0,1.0775410306390039,6
54.0,0.18968090271013907,6
55.0,1.1042078912652942,6
56.0,-0.15721284772371047,6
57.0,1.2383892251245812,6
58.0,-0.4605110543914157,6
59.0,2.6477651001743507,6
60.0,0.9528603634378867,6
61.0,1.163439523230778,6
62.0,1.6645706490298549,6
63.0,2.8801928532093863,6
64.0,1.9621269077976762,6
65.0,4.352053901706609,6
66.0,1.0786719150942665,6
67.0,4.465458918724857,6
68.0,7.390671660666322,6
69.0,7.438134198932694,6
70.0,5.107061976017814,6
71.0,7.426648544243307,6
72.0,5.340041069960365,6
73.0,9.552779217032226,6
74.0,8.002020453127002,6
75.0,8.773058427558766,6
76.0,11.881543070440943,6
77.0,10.253986885038437,6
78.0,8.478599003404682,6
79.0,9.36875774517078,6
80.0,10.471735340050715,6
81.0,9.445141747487792,6
82.0,10.842565014828317,6
83.0,10.472115387662857,6
84.0,10.841763733509657,6
85.0,9.08065184490352,6
86.0,8.542502692113487,6
87.0,7.1392994050061365,6
88.0,6.541934195377159,6
89.0,6.216882906520289,6
90.0,5.586229790722494,6
91.0,4.991807113289964,6
92.0,4.936899074229813,6
93.0,3.519648253158325,6
94.0,3.6180260404695423,6
95.0,2.1695500336992524,6
96.0,3.6335737261888994,6
97.0,1.7325434760265461,6
98.0,0.47631514925748886,6
99.0,0.851288171289228,6
100.0,1.6745948977566862,6
101.0,0.10768262955173713,6
102.0,1.5131708678213895,6
103.0,1.774529776215322,6
104.0,-1.5239733383840766,6
105.0,-0.8286949810012222,6
106.0,1.380239121327822,6
107.0,1.4546588421264572,6
108.0,-1.1179227210405733,6
109.0,-0.44681544476475715,6
110.0,-2.3420154093919856,6
111.0,-1.1404425602730088,6
112.0,0.2736299532473036,6
113.0,2.2664885813618794,6
114.0,-1.1913741924704568,6
115.0,0.6118027902955061,6
116.0,0.6108320868988197,6
117.0,-1.8637909371073824,6
118.0,0.26897304536819566,6
119.0,0.7146542906877645,6
120.0,1.694254653353047,6
121.0,0.6276521578511138,6
122.0,1.8588272167899245,6
123.0,1.5694718281070128,6
124.0,0.4882933821363279,6
125.0,0.27409538183488497,6
126.0,-0.07931678488259156,6
127.0,-0.5217064805609923,6
128.0,-1.451235279990583,6
129.0,-2.0826553713819864,6
