x,y,harmonic
35.0,1.5560794486165488,7
36.0,1.0899497364865216,7
37.0,1.8468847312206549,7
38.0,0.7425324797531586,7
39.0,-0.4537821097147596,7
40.0,-0.20346162564756878,7
41.0,0.4981068718729336,7
42.0,-2.048290568147943,7
43.0,0.502048791658595,7
44.0,0.2560321081844968,7
45.0,0.7243217444720672,7
46.0,-0.30399788795013005,7
47.0,-1.0224503760830084,7
48.0,0.1446291544649508,7
49.0,1.1642596669070582,7
50.0,-1.4861493823179546,7
51.0,0.5284050123794419,7
52.0,-1.971538149322519,7
53.0,1.239323745160833,7
54.0,-0.8571330128038226,7
55.0,1.3124281712408765,7
56.0,0.4656960345424584,7
57.0,2.8156453757235735,7
58.0,-0.3399156497331929,7
59.0,-0.08292516715280523,7
60.0,0.37650385343857357,7
61.0,-1.2610695074501335,7
62.0,-1.401193510050208,7
63.0,2.690925226250922,7
64.0,1.965319374203608,7
65.0,1.462547627616558,7
66.0,1.4085251574366744,7
67.0,2.2558585306233363,7
68.0,0.4467028606744634,7
69.0,2.613368588132966,7
70.0,3.5376458191595668,7
71.0,3.7704365009540193,7
72.0,3.8466256484641823,7
73.0,4.639609611131092,7
74.0,5.782535177508106,7
75.0,6.154099277885734,7
76.0,7.159055224935659,7
77.0,5.684931022627861,7
78.0,9.347887076100132,7
79.0,8.70137804754767,7
80.0,9.726201506785527,7
81.0,9.686636612314445,7
82.0,11.64256363017036,7
83.0,9.782730540835107,7
84.0,9.720541121294001,7
85.0,10.280210298959934,7
86.0,10.58339085178772,7
87.0,9.525118113473706,7
88.0,9.921233787930342,7
89.0,9.770475846731792,7
90.0,8.953000412631724,7
91.0,7.400365888770048,7
92.0,8.783959912628909,7
93.0,5.300813973663621,7
94.0,8.278584446730653,7
95.0,5.688731959614705,7
96.0,8.609475762046378,7
97.0,4.332257163749684,7
98.0,4.381233087965064,7
99.0,4.062852634054874,7
100.0,2.38178076568698,7
101.0,1.7541124906011332,7
102.0,3.5600354343697562,7
103.0,2.012082876440864,7
104.0,2.7371697662122596,7
105.0,1.2718154177436158,7
106.0,0.06465152386961637,7
107.0,-0.05807880539452204,7
108.0,0.6164282912360459,7
109.0,0.20963579674572708,7
110.0,-0.2960166504396349,7
111.0,0.7116176951071151,7
112.0,-0.056503847976596744,7
113.0,-0.23047388535817112,7
114.0,0.2994732752023927,7
115.0,0.1778018633281523,7
116.0,-1.2373679215434024,7
117.0,-0.4889612714460155,7
118.0,0.8175616770954431,7
119.0,1.3987998623339215,7
120.0,0.5041930283457183,7
121.0,1.4738219841012863,7
122.0,-0.5164282983483276,7
123.0,-1.8544395857360103,7
124.0,-0.3258040624163764,7
125.0,0.5892404195596008,7
126.0,1.0756883826371397,7
127.0,-0.6228395115177738,7
128.0,0.3172266276033095,7
129.0,-1.5358712862982602,7
130.0,1.5182572509174135,7
131.0,-0.6937917948256751,7
132.0,-0.22945653349903647,7
133.0,-0.7411014489951946,7
134.0,-1.4435538535168817,7
