x,y,bragg_angle
0.0,-0.9012130749884967,54.44444444444444
1.0,-1.2310460694301382,54.44444444444444
2.0,0.8011377594222807,54.44444444444444
3.0,1.0586986016940498,54.44444444444444
4.0,0.1996348994388644,54.44444444444444
5.0,-1.946789170136579,54.44444444444444
6.0,1.1035656662047606,54.44444444444444
7.0,0.4190454587220929,54.44444444444444
8.0,-0.46790955087340097,54.44444444444444
9.0,2.3260977554721807,54.44444444444444
10.0,0.7498999907166098,54.44444444444444
11.0,-0.19973240377546264,54.44444444444444
12.0,0.6542659007513558,54.44444444444444
13.0,-0.9294240005810819,54.44444444444444
14.0,1.2173222228756844,54.44444444444444
15.0,-1.2206076968230344,54.44444444444444
16.0,1.023565722272637,54.44444444444444
17.0,0.1928533326877033,54.44444444444444
18.0,0.22508894651741165,54.44444444444444
19.0,2.7584203109805814,54.44444444444444
20.0,1.0066395192037145,54.44444444444444
21.0,1.4484787649542998,54.44444444444444
22.0,-1.0028903467510903,54.44444444444444
23.0,0.9789483945469835,54.44444444444444
24.0,-0.18466572006963167,54.44444444444444
25.0,0.46182339782946685,54.44444444444444
26.0,-0.3254312437729111,54.44444444444444
27.0,2.021436163136804,54.44444444444444
28.0,0.5389645513683244,54.44444444444444
29.0,1.1492826798283264,54.44444444444444
30.0,-0.42065590918639795,54.44444444444444
31.0,1.2312103537238337,54.44444444444444
32.0,1.1676709681898931,54.44444444444444
33.0,2.6112652277597324,54.44444444444444
34.0,1.435823982315922,54.44444444444444
35.0,2.0389118391018193,54.44444444444444
36.0,1.2464512858683165,54.44444444444444
37.0,3.422029399312185,54.44444444444444
38.0,7.3027353587998025,54.44444444444444
39.0,4.957931550122544,54.44444444444444
40.0,7.19665751554291,54.44444444444444
41.0,7.234112356018527,54.44444444444444
42.0,5.995472845766323,54.44444444444444
43.0,8.70015981191704,54.44444444444444
44.0,9.988449284061513,54.44444444444444
45.0,9.873200427736654,54.44444444444444
46.0,9.257904395771133,54.44444444444444
47.0,10.979332990237419,54.44444444444444
48.0,8.555753795780562,54.44444444444444
49.0,9.675773922106906,54.44444444444444
50.0,11.342272523470772,54.44444444444444
51.0,10.832833269919421,54.44444444444444
52.0,10.18327749438726,54.44444444444444
53.0,9.991778826393167,54.44444444444444
54.0,10.43518784632534,54.44444444444444
55.0,8.432491147745672,54.44444444444444
56.0,8.84327399789423,54.44444444444444
57.0,8.982610514567703,54.44444444444444
58.0,9.019029808549547,54.44444444444444
59.0,6.4005861046044705,54.44444444444444
60.0,6.114621920240249,54.44444444444444
61.0,6.484569891367015,54.44444444444444
62.0,6.661373029809783,54.44444444444444
63.0,3.6459375920743424,54.44444444444444
64.0,4.895457411845267,54.44444444444444
65.0,4.90749425053962,54.44444444444444
66.0,3.385555169696577,54.44444444444444
67.0,2.080763853949967,54.44444444444444
68.0,3.4925494969324564,54.44444444444444
69.0,1.839839213466608,54.44444444444444
70.0,1.2330338035539017,54.44444444444444
71.0,1.4794722610690507,54.44444444444444
72.0,-0.17592498594778627,54.44444444444444
73.0,0.6696873516397089,54.44444444444444
74.0,-0.566684424616134,54.44444444444444
75.0,-0.24649520075927445,54.44444444444444
76.0,-1.1016989320732775,54.44444444444444
77.0,1.8594019274205889,54.44444444444444
78.0,0.0453579298644734,54.44444444444444
79.0,-1.1205034248754706,54.44444444444444
80.0,0.3050397455510068,54.44444444444444
81.0,-0.6812214261670191,54.44444444444444
82.0,0.3813709607759835,54.44444444444444
83.0,0.32361844984730836,54.44444444444444
84.0,-1.6957528905645742,54.44444444444444
85.0,-0.6327021217598923,54.44444444444444
86.0,1.3883513719799048,54.44444444444444
87.0,0.5218977858975673,54.44444444444444
88.0,-3.003686544377749,54.44444444444444
89.0,-0.21956098316997505,54.44444444444444
90.0,1.3714635889441398,54.44444444444444
91.0,0.504687185697084,54.44444444444444
92.0,-1.2038988492850646,54.44444444444444
93.0,-0.36572491407121893,54.44444444444444
94.0,0.19751783178668253,54.44444444444444
95.0,2.073017463818062,54.44444444444444
96.0,0.8809327048506516,54.44444444444444
97.0,1.5636961053073406,54.44444444444444
98.0,0.3732312115493163,54.44444444444444
99.0,0.30975798603601246,54.44444444444444
