x,y,bragg_angle
0.0,-0.8274961655151378,10.0
1.0,0.7733994382485859,10.0
2.0,-1.3249635019655213,10.0
3.0,-0.4508874447536236,10.0
4.0,-0.8753155441566544,10.0
5.0,-0.0745402828234925,10.0
6.0,0.9523732254657253,10.0
7.0,-1.0359137759366475,10.0
8.0,-1.2506871067420895,10.0
9.0,-2.093739942377956,10.0
10.0,-0.7669225855667712,10.0
11.0,-1.3008672323719832,10.0
12.0,-1.255189882649536,10.0
13.0,0.38331753616505937,10.0
14.0,0.2583907201472085,10.0
15.0,-0.350442862606241,10.0
16.0,-0.929365624089532,10.0
17.0,-1.3261826077697414,10.0
18.0,-0.8617558238441979,10.0
19.0,0.36855747516555715,10.0
20.0,0.04627358586453595,10.0
21.0,-0.37061221972774033,10.0
22.0,0.7644810377478207,10.0
23.0,0.6187809549927878,10.0
24.0,-0.6161511272355747,10.0
25.0,-0.1807787851724164,10.0
26.0,1.4364382795616129,10.0
27.0,1.036595865771664,10.0
28.0,1.919206443222215,10.0
29.0,0.24565564422963926,10.0
30.0,3.0787231439935256,10.0
31.0,-0.3355464840305775,10.0
32.0,1.690703866494028,10.0
33.0,1.7004375544744599,10.0
34.0,3.234462019862268,10.0
35.0,2.4570632839290294,10.0
36.0,2.4102024921236387,10.0
37.0,4.024517482130803,10.0
38.0,3.382649834601395,10.0
39.0,5.139225424042119,10.0
40.0,4.6831070878782715,10.0
41.0,5.5498102816677095,10.0
42.0,8.143974989097595,10.0
43.0,7.695168400778421,10.0
44.0,8.34066598973423,10.0
45.0,7.9478118967737945,10.0
46.0,8.295409259139689,10.0
47.0,11.607090684521971,10.0
48.0,9.659193683757643,10.0
49.0,10.78018870424966,10.0
50.0,8.246058796848448,10.0
51.0,8.585941788275363,10.0
52.0,9.424303295345553,10.0
53.0,11.527979810799314,10.0
54.0,8.746050615056848,10.0
55.0,8.293989897360854,10.0
56.0,9.422900290446627,10.0
57.0,8.103070556589003,10.0
58.0,7.131739087126572,10.0
59.0,6.198949402942515,10.0
60.0,6.506628862765509,10.0
61.0,5.088459983127307,10.0
62.0,6.103083958214894,10.0
63.0,5.688305846048269,10.0
64.0,3.4161495731862517,10.0
65.0,2.746483028148928,10.0
66.0,0.6498474129890117,10.0
67.0,2.8420451061384,10.0
68.0,1.140728179683929,10.0
69.0,1.5574889180719478,10.0
70.0,1.4283844869275228,10.0
71.0,1.2821475594986813,10.0
72.0,1.6976709453063008,10.0
73.0,0.37557686263921475,10.0
74.0,-0.22179414958279853,10.0
75.0,0.7435257233629466,10.0
76.0,1.8251239252067881,10.0
77.0,2.3195548539571806,10.0
78.0,-0.9959878327001429,10.0
79.0,-0.9489301108208246,10.0
80.0,-0.7687081937417684,10.0
81.0,0.1692497472755487,10.0
82.0,0.5429650119486586,10.0
83.0,0.8591298470362733,10.0
84.0,1.448995757443364,10.0
85.0,-3.0168865900527266,10.0
86.0,-1.2074108025162706,10.0
87.0,1.9710734867946136,10.0
88.0,0.07067173891522735,10.0
89.0,-0.972910183194305,10.0
90.0,-0.8912831113742933,10.0
91.0,1.2359584236918342,10.0
92.0,1.3225901613764028,10.0
93.0,-0.8415835753979158,10.0
94.0,-1.7611191275194504,10.0
95.0,1.365473823640732,10.0
96.0,-1.4906176748868587,10.0
97.0,1.2891793961688358,10.0
98.0,-0.5753172538859036,10.0
99.0,-0.5903525147759053,10.0
